#abgabe.csv
#Kristijan
#Todorovic
#11806442
group,number,duration,size
Closest Pair: set1 - Brute Force,808,30176000,4000
Closest Pair: set1 - Brute Force,809,31776800,4100
Closest Pair: set1 - Brute Force,810,33186100,4200
Closest Pair: set1 - Brute Force,811,35312000,4300
Closest Pair: set1 - Brute Force,812,36948700,4400
Closest Pair: set1 - Brute Force,813,38553000,4500
Closest Pair: set1 - Brute Force,814,40318800,4600
Closest Pair: set1 - Brute Force,815,42720100,4700
Closest Pair: set1 - Brute Force,816,44098000,4800
Closest Pair: set1 - Brute Force,817,46414800,4900
Closest Pair: set1 - Brute Force,818,48541500,5000
Closest Pair: set1 - Brute Force,819,50561400,5100
Closest Pair: set1 - Brute Force,820,52468400,5200
Closest Pair: set1 - Brute Force,821,54559200,5300
Closest Pair: set1 - Brute Force,822,56564500,5400
Closest Pair: set1 - Brute Force,823,57190700,5500
Closest Pair: set1 - Brute Force,824,59282200,5600
Closest Pair: set1 - Brute Force,825,61532700,5700
Closest Pair: set1 - Brute Force,826,64317600,5800
Closest Pair: set1 - Brute Force,827,66403900,5900
Closest Pair: set1 - Brute Force,828,69266600,6000
Closest Pair: set1 - Brute Force,829,70110000,6100
Closest Pair: set1 - Brute Force,830,72474500,6200
Closest Pair: set1 - Brute Force,831,75289800,6300
Closest Pair: set1 - Brute Force,832,77486100,6400
Closest Pair: set1 - Brute Force,833,80129200,6500
Closest Pair: set1 - Brute Force,834,82514700,6600
Closest Pair: set1 - Brute Force,835,85363700,6700
Closest Pair: set1 - Brute Force,836,87606300,6800
Closest Pair: set1 - Brute Force,837,89918500,6900
Closest Pair: set1 - Brute Force,838,92806100,7000
Closest Pair: set1 - Brute Force,839,96988800,7100
Closest Pair: set1 - Brute Force,840,98656300,7200
Closest Pair: set1 - Brute Force,841,101192600,7300
Closest Pair: set1 - Brute Force,842,104174300,7400
Closest Pair: set1 - Brute Force,843,106740500,7500
Closest Pair: set1 - Brute Force,844,108976100,7600
Closest Pair: set1 - Brute Force,845,111671000,7700
Closest Pair: set1 - Brute Force,846,113884300,7800
Closest Pair: set1 - Brute Force,847,116878800,7900
Closest Pair: set1 - Brute Force,848,120627600,8000
Closest Pair: set1 - Brute Force,849,124287700,8100
Closest Pair: set1 - Brute Force,850,127515000,8200
Closest Pair: set1 - Brute Force,851,130317400,8300
Closest Pair: set1 - Brute Force,852,133154900,8400
Closest Pair: set1 - Brute Force,853,136593700,8500
Closest Pair: set1 - Brute Force,854,139605700,8600
Closest Pair: set1 - Brute Force,855,143232100,8700
Closest Pair: set1 - Brute Force,856,145953600,8800
Closest Pair: set1 - Brute Force,857,148250300,8900
Closest Pair: set1 - Brute Force,858,152259100,9000
Closest Pair: set1 - Brute Force,859,157292400,9100
Closest Pair: set1 - Brute Force,860,161405100,9200
Closest Pair: set1 - Brute Force,861,163762500,9300
Closest Pair: set1 - Brute Force,862,168179700,9400
Closest Pair: set1 - Brute Force,863,171141000,9500
Closest Pair: set1 - Brute Force,864,174147700,9600
Closest Pair: set1 - Brute Force,865,177197100,9700
Closest Pair: set1 - Brute Force,866,182836100,9800
Closest Pair: set1 - Brute Force,867,185793700,9900
Closest Pair: set1 - Brute Force,868,188699500,10000
Closest Pair: set2 - Random,869,45500,100
Closest Pair: set2 - Random,870,67800,200
Closest Pair: set2 - Random,871,86100,300
Closest Pair: set2 - Random,872,111200,400
Closest Pair: set2 - Random,873,132900,500
Closest Pair: set2 - Random,874,161100,600
Closest Pair: set2 - Random,875,180200,700
Closest Pair: set2 - Random,876,220800,800
Closest Pair: set2 - Random,877,217600,900
Closest Pair: set2 - Random,878,239500,1000
Closest Pair: set2 - Random,879,269100,1100
Closest Pair: set2 - Random,880,290100,1200
Closest Pair: set2 - Random,881,318900,1300
Closest Pair: set2 - Random,882,356200,1400
Closest Pair: set2 - Random,883,388200,1500
Closest Pair: set2 - Random,884,379900,1600
Closest Pair: set2 - Random,885,430800,1700
Closest Pair: set2 - Random,886,438800,1800
Closest Pair: set2 - Random,887,479700,1900
Closest Pair: set2 - Random,888,520600,2000
Closest Pair: set2 - Random,889,511700,2100
Closest Pair: set2 - Random,890,563100,2200
Closest Pair: set2 - Random,891,544200,2300
Closest Pair: set2 - Random,892,590000,2400
Closest Pair: set2 - Random,893,610800,2500
Closest Pair: set2 - Random,894,635400,2600
Closest Pair: set2 - Random,895,656200,2700
Closest Pair: set2 - Random,896,655600,2800
Closest Pair: set2 - Random,897,709500,2900
Closest Pair: set2 - Random,898,762600,3000
Closest Pair: set2 - Random,899,729500,3100
Closest Pair: set2 - Random,900,782700,3200
Closest Pair: set2 - Random,901,794800,3300
Closest Pair: set2 - Random,902,820200,3400
Closest Pair: set2 - Random,903,873100,3500
Closest Pair: set2 - Random,904,860300,3600
Closest Pair: set2 - Random,905,935600,3700
Closest Pair: set2 - Random,906,908700,3800
Closest Pair: set2 - Random,907,903500,3900
Closest Pair: set2 - Random,908,996400,4000
Closest Pair: set2 - Random,909,992000,4100
Closest Pair: set2 - Random,910,1046900,4200
Closest Pair: set2 - Random,911,1038000,4300
Closest Pair: set2 - Random,912,1078300,4400
Closest Pair: set2 - Random,913,1081100,4500
Closest Pair: set2 - Random,914,1075700,4600
Closest Pair: set2 - Random,915,1121700,4700
Closest Pair: set2 - Random,916,1135500,4800
Closest Pair: set2 - Random,917,1171900,4900
Closest Pair: set2 - Random,918,1187400,5000
Closest Pair: set2 - Random,919,1166400,5100
Closest Pair: set2 - Random,920,1182700,5200
Closest Pair: set2 - Random,921,1232600,5300
Closest Pair: set2 - Random,922,1343400,5400
Closest Pair: set2 - Random,923,1251000,5500
Closest Pair: set2 - Random,924,1295100,5600
Closest Pair: set2 - Random,925,1329800,5700
Closest Pair: set2 - Random,926,1325200,5800
Closest Pair: set2 - Random,927,1382600,5900
Closest Pair: set2 - Random,928,1488400,6000
Closest Pair: set2 - Random,929,1460300,6100
Closest Pair: set2 - Random,930,3053900,6200
Closest Pair: set2 - Random,931,1302600,6300
Closest Pair: set2 - Random,932,1342300,6400
Closest Pair: set2 - Random,933,1345000,6500
Closest Pair: set2 - Random,934,1438200,6600
Closest Pair: set2 - Random,935,1379800,6700
Closest Pair: set2 - Random,936,1389400,6800
Closest Pair: set2 - Random,937,1463300,6900
Closest Pair: set2 - Random,938,1520100,7000
Closest Pair: set2 - Random,939,1428800,7100
Closest Pair: set2 - Random,940,1467700,7200
Closest Pair: set2 - Random,941,1535100,7300
Closest Pair: set2 - Random,942,1530900,7400
Closest Pair: set2 - Random,943,1587500,7500
Closest Pair: set2 - Random,944,1589800,7600
Closest Pair: set2 - Random,945,1589900,7700
Closest Pair: set2 - Random,946,1608500,7800
Closest Pair: set2 - Random,947,1631800,7900
Closest Pair: set2 - Random,948,1672800,8000
Closest Pair: set2 - Random,949,1624100,8100
Closest Pair: set2 - Random,950,1636700,8200
Closest Pair: set2 - Random,951,1667100,8300
Closest Pair: set2 - Random,952,1733300,8400
Closest Pair: set2 - Random,953,1842800,8500
Closest Pair: set2 - Random,954,1760100,8600
Closest Pair: set2 - Random,955,1739200,8700
Closest Pair: set2 - Random,956,1799000,8800
Closest Pair: set2 - Random,957,1800800,8900
Closest Pair: set2 - Random,958,1906200,9000
Closest Pair: set2 - Random,959,1873700,9100
Closest Pair: set2 - Random,960,1867300,9200
Closest Pair: set2 - Random,961,2077100,9300
Closest Pair: set2 - Random,962,1998700,9400
Closest Pair: set2 - Random,963,1964600,9500
Closest Pair: set2 - Random,964,2054000,9600
Closest Pair: set2 - Random,965,2004200,9700
Closest Pair: set2 - Random,966,1959100,9800
Closest Pair: set2 - Random,967,2135300,9900
Closest Pair: set2 - Random,968,1984700,10000
Closest Pair: set2 - First,969,96900,100
Closest Pair: set2 - First,970,178400,200
Closest Pair: set2 - First,971,333700,300
Closest Pair: set2 - First,972,546200,400
Closest Pair: set2 - First,973,723200,500
Closest Pair: set2 - First,974,1053200,600
Closest Pair: set2 - First,975,1369600,700
Closest Pair: set2 - First,976,1877100,800
Closest Pair: set2 - First,977,2391000,900
Closest Pair: set2 - First,978,3137200,1000
Closest Pair: set2 - First,979,3735400,1100
Closest Pair: set2 - First,980,4184000,1200
Closest Pair: set2 - First,981,5079900,1300
Closest Pair: set2 - First,982,5819400,1400
Closest Pair: set2 - First,983,6996800,1500
Closest Pair: set2 - First,984,7902800,1600
Closest Pair: set2 - First,985,8449300,1700
Closest Pair: set2 - First,986,9464100,1800
Closest Pair: set2 - First,987,10998100,1900
Closest Pair: set2 - First,988,11474300,2000
Closest Pair: set2 - First,989,13553300,2100
Closest Pair: set2 - First,990,14174600,2200
Closest Pair: set2 - First,991,15483000,2300
Closest Pair: set2 - First,992,17492600,2400
Closest Pair: set2 - First,993,18357600,2500
Closest Pair: set2 - First,994,19456500,2600
Closest Pair: set2 - First,995,21137500,2700
Closest Pair: set2 - First,996,23315400,2800
Closest Pair: set2 - First,997,24416900,2900
Closest Pair: set2 - First,998,26546300,3000
Closest Pair: set2 - First,999,29099300,3100
Closest Pair: set2 - First,1000,30607800,3200
Closest Pair: set2 - First,1001,31887200,3300
Closest Pair: set2 - First,1002,35374800,3400
Closest Pair: set2 - First,1003,34756700,3500
Closest Pair: set2 - First,1004,37819900,3600
Closest Pair: set2 - First,1005,39097900,3700
Closest Pair: set2 - First,1006,43014300,3800
Closest Pair: set2 - First,1007,45477400,3900
Closest Pair: set2 - First,1008,47488600,4000
Closest Pair: set2 - First,1009,49884800,4100
Closest Pair: set2 - First,1010,51208500,4200
Closest Pair: set2 - First,1011,53351900,4300
Closest Pair: set2 - First,1012,57036700,4400
Closest Pair: set2 - First,1013,58127600,4500
Closest Pair: set2 - First,1014,60598700,4600
Closest Pair: set2 - First,1015,62761400,4700
Closest Pair: set2 - First,1016,72169300,4800
Closest Pair: set2 - First,1017,78344000,4900
Closest Pair: set2 - First,1018,73488100,5000
Closest Pair: set2 - First,1019,77171200,5100
Closest Pair: set2 - First,1020,81366900,5200
Closest Pair: set2 - First,1021,84312000,5300
Closest Pair: set2 - First,1022,85663400,5400
Closest Pair: set2 - First,1023,89145600,5500
Closest Pair: set2 - First,1024,94923600,5600
Closest Pair: set2 - First,1025,97188000,5700
Closest Pair: set2 - First,1026,98081600,5800
Closest Pair: set2 - First,1027,105134000,5900
Closest Pair: set2 - First,1028,103074900,6000
Closest Pair: set2 - First,1029,105865300,6100
Closest Pair: set2 - First,1030,110771500,6200
Closest Pair: set2 - First,1031,114198100,6300
Closest Pair: set2 - First,1032,124600100,6400
Closest Pair: set2 - First,1033,121206100,6500
Closest Pair: set2 - First,1034,126150600,6600
Closest Pair: set2 - First,1035,139191700,6700
Closest Pair: set2 - First,1036,137025700,6800
Closest Pair: set2 - First,1037,140419000,6900
Closest Pair: set2 - First,1038,152121400,7000
Closest Pair: set2 - First,1039,147867600,7100
Closest Pair: set2 - First,1040,151530100,7200
Closest Pair: set2 - First,1041,156334800,7300
Closest Pair: set2 - First,1042,171005500,7400
Closest Pair: set2 - First,1043,166531000,7500
Closest Pair: set2 - First,1044,176129800,7600
Closest Pair: set2 - First,1045,176637400,7700
Closest Pair: set2 - First,1046,183650100,7800
Closest Pair: set2 - First,1047,181222500,7900
Closest Pair: set2 - First,1048,195141900,8000
Closest Pair: set2 - First,1049,190746600,8100
Closest Pair: set2 - First,1050,204722800,8200
Closest Pair: set2 - First,1051,199527400,8300
Closest Pair: set2 - First,1052,211782900,8400
Closest Pair: set2 - First,1053,221205700,8500
Closest Pair: set2 - First,1054,222828600,8600
Closest Pair: set2 - First,1055,224785500,8700
Closest Pair: set2 - First,1056,231451400,8800
Closest Pair: set2 - First,1057,238919600,8900
Closest Pair: set2 - First,1058,246298600,9000
Closest Pair: set2 - First,1059,253754100,9100
Closest Pair: set2 - First,1060,303256100,9200
Closest Pair: set2 - First,1061,255101400,9300
Closest Pair: set2 - First,1062,264285000,9400
Closest Pair: set2 - First,1063,289935400,9500
Closest Pair: set2 - First,1064,287878000,9600
Closest Pair: set2 - First,1065,345185800,9700
Closest Pair: set2 - First,1066,360953200,9800
Closest Pair: set2 - First,1067,356140600,9900
Closest Pair: set2 - First,1068,325733200,10000
Closest Pair: set2 - Median Of Three,1069,56700,100
Closest Pair: set2 - Median Of Three,1070,83000,200
Closest Pair: set2 - Median Of Three,1071,98200,300
Closest Pair: set2 - Median Of Three,1072,133400,400
Closest Pair: set2 - Median Of Three,1073,145500,500
Closest Pair: set2 - Median Of Three,1074,172100,600
Closest Pair: set2 - Median Of Three,1075,198000,700
Closest Pair: set2 - Median Of Three,1076,231600,800
Closest Pair: set2 - Median Of Three,1077,240300,900
Closest Pair: set2 - Median Of Three,1078,263700,1000
Closest Pair: set2 - Median Of Three,1079,302300,1100
Closest Pair: set2 - Median Of Three,1080,319000,1200
Closest Pair: set2 - Median Of Three,1081,349100,1300
Closest Pair: set2 - Median Of Three,1082,368700,1400
Closest Pair: set2 - Median Of Three,1083,398900,1500
Closest Pair: set2 - Median Of Three,1084,285600,1600
Closest Pair: set2 - Median Of Three,1085,293200,1700
Closest Pair: set2 - Median Of Three,1086,297900,1800
Closest Pair: set2 - Median Of Three,1087,347000,1900
Closest Pair: set2 - Median Of Three,1088,334100,2000
Closest Pair: set2 - Median Of Three,1089,356200,2100
Closest Pair: set2 - Median Of Three,1090,381300,2200
Closest Pair: set2 - Median Of Three,1091,389500,2300
Closest Pair: set2 - Median Of Three,1092,407900,2400
Closest Pair: set2 - Median Of Three,1093,433000,2500
Closest Pair: set2 - Median Of Three,1094,608500,2600
Closest Pair: set2 - Median Of Three,1095,520700,2700
Closest Pair: set2 - Median Of Three,1096,484900,2800
Closest Pair: set2 - Median Of Three,1097,488200,2900
Closest Pair: set2 - Median Of Three,1098,545400,3000
Closest Pair: set2 - Median Of Three,1099,529800,3100
Closest Pair: set2 - Median Of Three,1100,546200,3200
Closest Pair: set2 - Median Of Three,1101,567600,3300
Closest Pair: set2 - Median Of Three,1102,565300,3400
Closest Pair: set2 - Median Of Three,1103,601600,3500
Closest Pair: set2 - Median Of Three,1104,596700,3600
Closest Pair: set2 - Median Of Three,1105,639400,3700
Closest Pair: set2 - Median Of Three,1106,633000,3800
Closest Pair: set2 - Median Of Three,1107,632200,3900
Closest Pair: set2 - Median Of Three,1108,1013700,4000
Closest Pair: set2 - Median Of Three,1109,993400,4100
Closest Pair: set2 - Median Of Three,1110,668200,4200
Closest Pair: set2 - Median Of Three,1111,708100,4300
Closest Pair: set2 - Median Of Three,1112,726700,4400
Closest Pair: set2 - Median Of Three,1113,748100,4500
Closest Pair: set2 - Median Of Three,1114,787800,4600
Closest Pair: set2 - Median Of Three,1115,806400,4700
Closest Pair: set2 - Median Of Three,1116,879700,4800
Closest Pair: set2 - Median Of Three,1117,875600,4900
Closest Pair: set2 - Median Of Three,1118,932400,5000
Closest Pair: set2 - Median Of Three,1119,857900,5100
Closest Pair: set2 - Median Of Three,1120,865200,5200
Closest Pair: set2 - Median Of Three,1121,895300,5300
Closest Pair: set2 - Median Of Three,1122,968000,5400
Closest Pair: set2 - Median Of Three,1123,935900,5500
Closest Pair: set2 - Median Of Three,1124,937400,5600
Closest Pair: set2 - Median Of Three,1125,1106500,5700
Closest Pair: set2 - Median Of Three,1126,949400,5800
Closest Pair: set2 - Median Of Three,1127,1508700,5900
Closest Pair: set2 - Median Of Three,1128,988500,6000
Closest Pair: set2 - Median Of Three,1129,985400,6100
Closest Pair: set2 - Median Of Three,1130,1013900,6200
Closest Pair: set2 - Median Of Three,1131,1002300,6300
Closest Pair: set2 - Median Of Three,1132,1220300,6400
Closest Pair: set2 - Median Of Three,1133,1033000,6500
Closest Pair: set2 - Median Of Three,1134,1084000,6600
Closest Pair: set2 - Median Of Three,1135,1046900,6700
Closest Pair: set2 - Median Of Three,1136,1084000,6800
Closest Pair: set2 - Median Of Three,1137,1672400,6900
Closest Pair: set2 - Median Of Three,1138,1783300,7000
Closest Pair: set2 - Median Of Three,1139,1140400,7100
Closest Pair: set2 - Median Of Three,1140,1161800,7200
Closest Pair: set2 - Median Of Three,1141,1178700,7300
Closest Pair: set2 - Median Of Three,1142,1183300,7400
Closest Pair: set2 - Median Of Three,1143,1210800,7500
Closest Pair: set2 - Median Of Three,1144,1248100,7600
Closest Pair: set2 - Median Of Three,1145,1234000,7700
Closest Pair: set2 - Median Of Three,1146,1209300,7800
Closest Pair: set2 - Median Of Three,1147,1239100,7900
Closest Pair: set2 - Median Of Three,1148,1284500,8000
Closest Pair: set2 - Median Of Three,1149,1395000,8100
Closest Pair: set2 - Median Of Three,1150,1484500,8200
Closest Pair: set2 - Median Of Three,1151,1411400,8300
Closest Pair: set2 - Median Of Three,1152,1319100,8400
Closest Pair: set2 - Median Of Three,1153,1323900,8500
Closest Pair: set2 - Median Of Three,1154,1364400,8600
Closest Pair: set2 - Median Of Three,1155,1368300,8700
Closest Pair: set2 - Median Of Three,1156,1503400,8800
Closest Pair: set2 - Median Of Three,1157,1979800,8900
Closest Pair: set2 - Median Of Three,1158,2165100,9000
Closest Pair: set2 - Median Of Three,1159,1430500,9100
Closest Pair: set2 - Median Of Three,1160,1454100,9200
Closest Pair: set2 - Median Of Three,1161,1509700,9300
Closest Pair: set2 - Median Of Three,1162,1505000,9400
Closest Pair: set2 - Median Of Three,1163,1495200,9500
Closest Pair: set2 - Median Of Three,1164,1506600,9600
Closest Pair: set2 - Median Of Three,1165,1663100,9700
Closest Pair: set2 - Median Of Three,1166,1597700,9800
Closest Pair: set2 - Median Of Three,1167,1569300,9900
Closest Pair: set2 - Median Of Three,1168,1537500,10000
Closest Pair: set2 - Brute Force,1169,20300,100
Closest Pair: set2 - Brute Force,1170,76200,200
Closest Pair: set2 - Brute Force,1171,171300,300
Closest Pair: set2 - Brute Force,1172,304700,400
Closest Pair: set2 - Brute Force,1173,474800,500
Closest Pair: set2 - Brute Force,1174,684100,600
Closest Pair: set2 - Brute Force,1175,930000,700
Closest Pair: set2 - Brute Force,1176,1225600,800
Closest Pair: set2 - Brute Force,1177,1526800,900
Closest Pair: set2 - Brute Force,1178,1884500,1000
Closest Pair: set2 - Brute Force,1179,2283700,1100
Closest Pair: set2 - Brute Force,1180,2717500,1200
Closest Pair: set2 - Brute Force,1181,3279900,1300
Closest Pair: set2 - Brute Force,1182,3740900,1400
Closest Pair: set2 - Brute Force,1183,4300400,1500
Closest Pair: set2 - Brute Force,1184,4865100,1600
Closest Pair: set2 - Brute Force,1185,5508600,1700
Closest Pair: set2 - Brute Force,1186,6213100,1800
Closest Pair: set2 - Brute Force,1187,6782000,1900
Closest Pair: set2 - Brute Force,1188,7600100,2000
Closest Pair: set2 - Brute Force,1189,8326600,2100
Closest Pair: set2 - Brute Force,1190,9172700,2200
Closest Pair: set2 - Brute Force,1191,10013900,2300
Closest Pair: set2 - Brute Force,1192,10931300,2400
Closest Pair: set2 - Brute Force,1193,11850700,2500
Closest Pair: set2 - Brute Force,1194,12838800,2600
Closest Pair: set2 - Brute Force,1195,13796400,2700
Closest Pair: set2 - Brute Force,1196,14849100,2800
Closest Pair: set2 - Brute Force,1197,16012000,2900
Closest Pair: set2 - Brute Force,1198,17164500,3000
Closest Pair: set2 - Brute Force,1199,18214300,3100
Closest Pair: set2 - Brute Force,1200,19540000,3200
Closest Pair: set2 - Brute Force,1201,20865600,3300
Closest Pair: set2 - Brute Force,1202,21920200,3400
Closest Pair: set2 - Brute Force,1203,23343200,3500
Closest Pair: set2 - Brute Force,1204,24504400,3600
Closest Pair: set2 - Brute Force,1205,26019000,3700
Closest Pair: set2 - Brute Force,1206,27250600,3800
Closest Pair: set2 - Brute Force,1207,28816200,3900
Closest Pair: set2 - Brute Force,1208,30319000,4000
Closest Pair: set2 - Brute Force,1209,31728300,4100
Closest Pair: set2 - Brute Force,1210,33237100,4200
Closest Pair: set2 - Brute Force,1211,34907700,4300
Closest Pair: set2 - Brute Force,1212,36579700,4400
Closest Pair: set2 - Brute Force,1213,38236300,4500
Closest Pair: set2 - Brute Force,1214,39882200,4600
Closest Pair: set2 - Brute Force,1215,41681300,4700
Closest Pair: set2 - Brute Force,1216,43995600,4800
Closest Pair: set2 - Brute Force,1217,45488900,4900
Closest Pair: set2 - Brute Force,1218,47135000,5000
Closest Pair: set2 - Brute Force,1219,49307800,5100
Closest Pair: set2 - Brute Force,1220,51167700,5200
Closest Pair: set2 - Brute Force,1221,53170900,5300
Closest Pair: set2 - Brute Force,1222,54988500,5400
Closest Pair: set2 - Brute Force,1223,57032200,5500
Closest Pair: set2 - Brute Force,1224,58825400,5600
Closest Pair: set2 - Brute Force,1225,61020400,5700
Closest Pair: set2 - Brute Force,1226,63393700,5800
Closest Pair: set2 - Brute Force,1227,65933600,5900
Closest Pair: set2 - Brute Force,1228,67741700,6000
Closest Pair: set2 - Brute Force,1229,70207500,6100
Closest Pair: set2 - Brute Force,1230,72004600,6200
Closest Pair: set2 - Brute Force,1231,74348900,6300
Closest Pair: set2 - Brute Force,1232,77540000,6400
Closest Pair: set2 - Brute Force,1233,79109300,6500
Closest Pair: set2 - Brute Force,1234,81597300,6600
Closest Pair: set2 - Brute Force,1235,84067400,6700
Closest Pair: set2 - Brute Force,1236,87453700,6800
Closest Pair: set2 - Brute Force,1237,89932500,6900
Closest Pair: set2 - Brute Force,1238,92142900,7000
Closest Pair: set2 - Brute Force,1239,94915100,7100
Closest Pair: set2 - Brute Force,1240,97498600,7200
Closest Pair: set2 - Brute Force,1241,100503100,7300
Closest Pair: set2 - Brute Force,1242,102718200,7400
Closest Pair: set2 - Brute Force,1243,105894500,7500
Closest Pair: set2 - Brute Force,1244,109894900,7600
Closest Pair: set2 - Brute Force,1245,112390600,7700
Closest Pair: set2 - Brute Force,1246,115261400,7800
Closest Pair: set2 - Brute Force,1247,116868900,7900
Closest Pair: set2 - Brute Force,1248,121206600,8000
Closest Pair: set2 - Brute Force,1249,125497600,8100
Closest Pair: set2 - Brute Force,1250,126398100,8200
Closest Pair: set2 - Brute Force,1251,130511900,8300
Closest Pair: set2 - Brute Force,1252,133139900,8400
Closest Pair: set2 - Brute Force,1253,136569300,8500
Closest Pair: set2 - Brute Force,1254,139875900,8600
Closest Pair: set2 - Brute Force,1255,142931200,8700
Closest Pair: set2 - Brute Force,1256,145382900,8800
Closest Pair: set2 - Brute Force,1257,149413800,8900
Closest Pair: set2 - Brute Force,1258,153441400,9000
Closest Pair: set2 - Brute Force,1259,156229700,9100
Closest Pair: set2 - Brute Force,1260,159974600,9200
Closest Pair: set2 - Brute Force,1261,162422200,9300
Closest Pair: set2 - Brute Force,1262,167140400,9400
Closest Pair: set2 - Brute Force,1263,169455300,9500
Closest Pair: set2 - Brute Force,1264,173795400,9600
Closest Pair: set2 - Brute Force,1265,176632700,9700
Closest Pair: set2 - Brute Force,1266,182069200,9800
Closest Pair: set2 - Brute Force,1267,184228400,9900
Closest Pair: set2 - Brute Force,1268,188660300,10000
